,title,byline,dates,datetime,kw-China,kw-Ma
12000,"Paul Lee Partner and head, finance and projects, HK DLA Piper",Anonymous.,27 Sep 2010,2010-09-27,False,False
12001,"Paul McWilliam Head of capital solutions and content, Asia-Pacific Royal Bank of Scotland",Anonymous.,27 Sep 2010,2010-09-27,False,False
12002,US shipping competition bill gains local support,"Wallis, Keith.",27 Sep 2010,2010-09-27,False,False
12003,Business plea. ... [Derived Headline],Anonymous.,27 Sep 2010,2010-09-27,False,False
12005,Time for some lessons on the art of giving,Anonymous.,27 Sep 2010,2010-09-27,False,False
11997,"Mark Kellock Director, head of insurance research, Asia ex-Japan Barclays Capital",Anonymous.,27 Sep 2010,2010-09-27,False,True
12006,Scrap current investment entrant scheme... [Derived Headline],Anonymous.,27 Sep 2010,2010-09-27,False,False
12008,Students clean up with business plan for food-waste recycling,"Nip, Amy.",27 Sep 2010,2010-09-27,False,False
12009,More announcements in Classified Notices... [Derived Headline],Anonymous.,27 Sep 2010,2010-09-27,False,False
12010,Signing on. ... [Derived Headline; Caption text only],Anonymous.,27 Sep 2010,2010-09-27,False,False
12011,Business,Anonymous.,27 Sep 2010,2010-09-27,False,False
12012,City,Anonymous.,27 Sep 2010,2010-09-27,False,False
12013,CR Gas on buying spree to ensure its survival,"Ng, Eric.",27 Sep 2010,2010-09-27,False,False
12007,Diaoyu dispute marks a win for Washington China Briefing,"Wang, Xiangwei.",27 Sep 2010,2010-09-27,False,True
12022,NEWS SECTION A; scmp.com today; CITY.LIFE.SPORT SECTION C; BUSINESS SECTION B,Anonymous.,27 Sep 2010,2010-09-27,False,False
18243,Dropping student rolls slash profits for firms Dropping student rolls slash profits for firms,"Yau, Elaine.",27 Sep 2010,2010-09-27,False,False
18251,Shipping,Anonymous.,27 Sep 2010,2010-09-27,False,False
18250,Picture of health. ... [Derived Headline; Caption text only],Anonymous.,27 Sep 2010,2010-09-27,False,False
18249,NEWS SECTION A; scmp.com today; CITY.LIFE.SPORT SECTION C; BUSINESS SECTION B,Anonymous.,27 Sep 2010,2010-09-27,False,False
18248,Mongolia teeters on the brink of a mining boom Resource-rich Mongolia teeters on the brink of massive mining boom,Naomi Rovnick in Ulan Bator.,27 Sep 2010,2010-09-27,False,True
18247,Market jitters over HSBC leadership battle,"Westra, Nick.",27 Sep 2010,2010-09-27,False,True
18246,Listings,Anonymous.,27 Sep 2010,2010-09-27,False,False
18244,fear on cost of new rail line Bill may be pushed to HK$10b,"Moy, Patsy.",27 Sep 2010,2010-09-27,False,True
18252,Taiwan enjoys boom in serviced offices,Anonymous.,27 Sep 2010,2010-09-27,False,False
18241,Customs,Anonymous.,27 Sep 2010,2010-09-27,False,False
18239,City,Anonymous.,27 Sep 2010,2010-09-27,False,False
18238,Business,Anonymous.,27 Sep 2010,2010-09-27,False,False
18237,Signing on. ... [Derived Headline; Caption text only],Anonymous.,27 Sep 2010,2010-09-27,False,False
18236,More announcements in Classified Notices... [Derived Headline],Anonymous.,27 Sep 2010,2010-09-27,False,False
18235,Students clean up with business plan for food-waste recycling,"Nip, Amy.",27 Sep 2010,2010-09-27,False,False
18234,Diaoyu dispute marks a win for Washington China Briefing,"Wang, Xiangwei.",27 Sep 2010,2010-09-27,False,True
18240,CR Gas on buying spree to ensure its survival,"Ng, Eric.",27 Sep 2010,2010-09-27,False,False
18233,Scrap current investment entrant scheme... [Derived Headline],Anonymous.,27 Sep 2010,2010-09-27,False,False
18253,Transport,Anonymous.,27 Sep 2010,2010-09-27,False,False
18255,Balenciaga spreads wings with new Harbour City store,Anonymous.,27 Sep 2010,2010-09-27,False,False
18269,HK-Zhuhai-Macau bridge offers a poor transport alternative,Anonymous.,27 Sep 2010,2010-09-27,False,True
18268,Mainland attitudes to HIV/Aids must change,Anonymous.,27 Sep 2010,2010-09-27,False,True
18267,Social Enterprise Challenge a rare chance for students and fresh graduates to shine,Anonymous.,27 Sep 2010,2010-09-27,False,False
18266,Residents protest over beauty spot landfill plan,"Yuk-hang, Ng.",27 Sep 2010,2010-09-27,False,False
18265,Pan-democrats not as divided as believed,Tanna Chong.,27 Sep 2010,2010-09-27,False,False
18264,"Model fights US charges relating to drugs, crash",Associated Press in Reno.,27 Sep 2010,2010-09-27,False,False
18254,Wen returns to hot topic of political reform Wen repeats call for reform,Ng Tze-wei in New York.,27 Sep 2010,2010-09-27,False,False
18263,Mainland helicopter market gets set for lift-off but barriers remain,"So, Charlotte.",27 Sep 2010,2010-09-27,False,True
18261,Hugs beat housework for building family ties,"Yuk-hang, Ng.",27 Sep 2010,2010-09-27,False,False
18260,HK firms offer yuan-based insurance policies,"Yiu, Enoch.",27 Sep 2010,2010-09-27,False,False
18259,"Games an investment in sports, officials say",Tanna Chong.,27 Sep 2010,2010-09-27,False,False
18258,Events,Anonymous.,27 Sep 2010,2010-09-27,False,False
18257,Developers' Guangzhou project faces test,Peggy Sito in Guangzhou.,27 Sep 2010,2010-09-27,False,False
18256,"Chinese food culture needs to be changed, health officials say","Moy, Patsy.",27 Sep 2010,2010-09-27,False,False
18262,"Los Angeles' other duck goes hip hop in black, white and grey",Anonymous.,27 Sep 2010,2010-09-27,False,False
18232,Time for some lessons on the art of giving,Anonymous.,27 Sep 2010,2010-09-27,False,False
18245,Hyundai changes up a gear in mainland driveHyundai moves up a gear in mainland sales Korean carmaker expands from taxi ranks,"Gough, Neil.",27 Sep 2010,2010-09-27,False,True
18230,Business plea. ... [Derived Headline],Anonymous.,27 Sep 2010,2010-09-27,False,False
18206,Sun King plans US$100m offering,"Yu, Sophie.",27 Sep 2010,2010-09-27,False,False
18207,Ready to launch. ... [Derived Headline],Anonymous.,27 Sep 2010,2010-09-27,False,False
18208,Macau refuse station riles critics Two world heritage sites under threat from development plans,"Lai, Chloe.",27 Sep 2010,2010-09-27,False,True
18209,In Brief,Anonymous.,27 Sep 2010,2010-09-27,False,False
18210,"Half of residents hit by air-con exhaust Households turn on air cons because of neighbours' hot air, green group's study finds","Simpson, Cheung.",27 Sep 2010,2010-09-27,False,False
18211,Think tank chief says mainland sales vital to HK,"Cheung, Gary.",27 Sep 2010,2010-09-27,False,True
18212,Expert doubts businesswoman was kidnapped,"Evans, Annemarie.",27 Sep 2010,2010-09-27,False,True
18213,Driver held after Kwai Chung crash leaves taxi driver dead,"Moy, Patsy.",27 Sep 2010,2010-09-27,False,False
18214,Deposit scheme leaves lenders further in debt Gambling on market proves risky,Daniel Ren in Shanghai.,27 Sep 2010,2010-09-27,False,True
18231,The girl who put a sparkle in Emperor Cindy Yeung rose through ranks before leading,"Yiu, Enoch.",27 Sep 2010,2010-09-27,False,False
18216,Table of Contents: [1],Anonymous.,27 Sep 2010,2010-09-27,False,False
18217,Free meal to help deprived find meaning in life,"Wan, Adrian.",27 Sep 2010,2010-09-27,False,False
18218,Security firm chiefs held over petitioners,"Yan, Alice.",27 Sep 2010,2010-09-27,False,False
18219,Lincoln Kinley Senior associate Tanner De Witt,Anonymous.,27 Sep 2010,2010-09-27,False,False
18215,Beijing Mengniu chief for charity dinner... [Derived Headline],Anonymous.,27 Sep 2010,2010-09-27,False,False
18228,"Paul McWilliam Head of capital solutions and content, Asia-Pacific Royal Bank of Scotland",Anonymous.,27 Sep 2010,2010-09-27,False,False
18229,US shipping competition bill gains local support,"Wallis, Keith.",27 Sep 2010,2010-09-27,False,False
18227,"Paul Lee Partner and head, finance and projects, HK DLA Piper",Anonymous.,27 Sep 2010,2010-09-27,False,False
18226,Michael Gagie Partner Maples and Calder,Anonymous.,27 Sep 2010,2010-09-27,False,True
18225,"Matthew Glynn Head, IP and technology, Asia DLA Piper",Anonymous.,27 Sep 2010,2010-09-27,False,True
18224,"Mark Kellock Director, head of insurance research, Asia ex-Japan Barclays Capital",Anonymous.,27 Sep 2010,2010-09-27,False,True
18223,Table of Contents,"Corner, IPO.",27 Sep 2010,2010-09-27,False,False
18222,"Kenneth Tung Managing director, head of financial institutions group, Asia-Pacific Royal Bank of Scotland",Anonymous.,27 Sep 2010,2010-09-27,False,True
18220,"Andrew Lawrence Director, head of regional property research, Asia ex-Japan Barclays Capital",Anonymous.,27 Sep 2010,2010-09-27,False,False
18221,"Chuck Yeung Rail sector manager, HK O'Donnell Griffin-Rail Hong Kong",Anonymous.,27 Sep 2010,2010-09-27,False,True
12200,Compensation offer for tenement residents URA unveils HK$10m plan for Wing Lee Street,"Wong, Olga.",28 Sep 2010,2010-09-28,False,False
12201,Courts,Anonymous.,28 Sep 2010,2010-09-28,False,False
12202,Economy,Anonymous.,28 Sep 2010,2010-09-28,False,False
12182,The right man. ... [Derived Headline],Anonymous.,28 Sep 2010,2010-09-28,False,True
12181,London's still calling the shots at HSBC White Collar,"Yiu, Enoch.",28 Sep 2010,2010-09-28,False,False
12180,Revised Chinese Bible's launch marks end of three-decade quest,"Chou, Oliver.",28 Sep 2010,2010-09-28,False,True
12179,Hospital given the go-ahead for towers Happy Valley residents fear blocked views,"Yuk-hang, Ng; Lam, Anita.",28 Sep 2010,2010-09-28,False,False
12178,Ombudsman's tragedy probe may beat Aquino to the punch,Raissa Robles in Manila.,28 Sep 2010,2010-09-28,False,True
12177,"Scrap landfill plan, warn lawmakers","Chi-fai, Cheung.",28 Sep 2010,2010-09-28,False,True
12176,Two sites may fetch more than HK$900m Auction result to reflect developers' outlook,"Liu, Yvonne.",28 Sep 2010,2010-09-28,False,True
12175,Unions decide it's time to wage war on hours,"Nip, Amy.",28 Sep 2010,2010-09-28,False,False
12174,"When city's image is at stake, get Asia's finest... [Derived Headline]",Anonymous.,28 Sep 2010,2010-09-28,False,True
12173,Wizard plans adventure,Anonymous.,28 Sep 2010,2010-09-28,False,False
12199,Buffett kicks off China tour with morale-boosting session Billionaire investor talks up BYD carmaker in Shenzhen,Neil Gough in Shenzhen.,28 Sep 2010,2010-09-28,False,True
12198,NEWS SECTION A; scmp.com today; CITY.LIFE.SPORT SECTION C; BUSINESS SECTION B,Anonymous.,28 Sep 2010,2010-09-28,False,False
12190,Hang Lung acts to avert rising yuan costs,Sandy Li in Dalian.,28 Sep 2010,2010-09-28,False,False
18416,Bible project team find common ground Revisions founded on consensus among disparate groups on testing subject,"Chou, Oliver.",28 Sep 2010,2010-09-28,False,False
12195,Villagers set for final stand against eviction,"Mok, Danny.",28 Sep 2010,2010-09-28,False,False
12191,History lesson. ... [Derived Headline; Caption text only],Anonymous.,28 Sep 2010,2010-09-28,False,False
12172,Value of a view,Anonymous.,28 Sep 2010,2010-09-28,False,False
12183,RTHK advisers agree to post minutes on Web,"Simpson, Cheung; Kang-chung, Ng.",28 Sep 2010,2010-09-28,False,False
12194,Judge refuses to abort criminal trial,"Ng, Maggie.",28 Sep 2010,2010-09-28,False,False
12193,In Brief,Anonymous.,28 Sep 2010,2010-09-28,False,False
12192,In Brief: [1],Anonymous.,28 Sep 2010,2010-09-28,False,False
12184,TABLE OF CONTENTS,Anonymous.,28 Sep 2010,2010-09-28,False,False
12185,TABLE OF CONTENTS: [1],"Corner, IPO.",28 Sep 2010,2010-09-28,False,False
12186,"Greater workload, by any other name... [Derived Headline]",Anonymous.,28 Sep 2010,2010-09-28,False,False
12187,Three arrested in police crackdown on speeding,"Lo, Clifford.",28 Sep 2010,2010-09-28,False,False
12188,Apple widens network for its latest smartphone,"Perez, Bien.",28 Sep 2010,2010-09-28,False,True
12189,Bible project team find common ground Revisions founded on consensus among disparate groups on testing subject,"Chou, Oliver.",28 Sep 2010,2010-09-28,False,False
12197,Henderson scion in talks on TVB stake Lee in talks on TVB Shanghai's SMG 'offers HK$10b',"Yu, Sophie; Perez, Bien.",28 Sep 2010,2010-09-28,False,False
12171,Taking the audience on a journey through time World-class conductor Christopher Hogwood returns with fine baroque and neo-classical pieces,Anonymous.,28 Sep 2010,2010-09-28,False,False
12196,Property,Anonymous.,28 Sep 2010,2010-09-28,False,False
12169,Reserves of land would allow cultural district to expand,Anonymous.,28 Sep 2010,2010-09-28,False,False
18419,In Brief: [1],Anonymous.,28 Sep 2010,2010-09-28,False,False
18420,In Brief,Anonymous.,28 Sep 2010,2010-09-28,False,False
18421,Judge refuses to abort criminal trial,"Ng, Maggie.",28 Sep 2010,2010-09-28,False,False
18422,Villagers set for final stand against eviction,"Mok, Danny.",28 Sep 2010,2010-09-28,False,False
18423,Property,Anonymous.,28 Sep 2010,2010-09-28,False,False
18424,Henderson scion in talks on TVB stake Lee in talks on TVB Shanghai's SMG 'offers HK$10b',"Yu, Sophie; Perez, Bien.",28 Sep 2010,2010-09-28,False,False
18425,NEWS SECTION A; scmp.com today; CITY.LIFE.SPORT SECTION C; BUSINESS SECTION B,Anonymous.,28 Sep 2010,2010-09-28,False,False
12147,Evolution of the city's monument to power,"Simpson, Cheung.",28 Sep 2010,2010-09-28,False,False
12148,Events,Anonymous.,28 Sep 2010,2010-09-28,False,False
12149,Corrections & clarifications,Anonymous.,28 Sep 2010,2010-09-28,False,False
12150,Cooling measures hit industrial profits,Jane Cai in Beijing.,28 Sep 2010,2010-09-28,False,False
12151,"After a gap of over 20 years, Lionel Ritchie returning to say 'Hello' one more time",Anonymous.,28 Sep 2010,2010-09-28,False,False
12152,Announcements [Derived Headline],Anonymous.,28 Sep 2010,2010-09-28,False,False
12153,Tokyo's demands intensify Diaoyus disputeDemands by Tokyo intensify dispute Japan orders boats to leave Diaoyus area,Cary Huang in Beijing; Agencies in Tokyo.,28 Sep 2010,2010-09-28,False,True
12170,Classical lunch listening with the Sinfonietta,Anonymous.,28 Sep 2010,2010-09-28,False,False
12154,Takeovers,Anonymous.,28 Sep 2010,2010-09-28,False,False
12156,Art and cocoa on the menu as diners are kept in the dark for two hours of sensory overload,Anonymous.,28 Sep 2010,2010-09-28,False,False
12157,"Short visit, tall ship. ... [Derived Headline]",Anonymous.,28 Sep 2010,2010-09-28,False,False
12158,Lau Wong-fat admits failing to declare banned property deals,Tanna Chong.,28 Sep 2010,2010-09-28,False,False
12203,Property: [1],Anonymous.,28 Sep 2010,2010-09-28,False,False
12159,Henderson's TVB bid may raise questions,"Eng, Dennis.",28 Sep 2010,2010-09-28,False,True
12160,"1,600 get fake rabies vaccine",Zhuang Pinghui.,28 Sep 2010,2010-09-28,False,False
12161,Beijing Hu lunch bill in anti-graft exhibit... [Derived Headline],Anonymous.,28 Sep 2010,2010-09-28,False,False
12162,"Fair gives fashionistas a head start in life The latest trends in accessories and materials will be on display in a three-day event which will draw buyers from around the world, writes Richard Watt",Anonymous.,28 Sep 2010,2010-09-28,False,True
12163,Business' charm fades for second generation,Anonymous.,28 Sep 2010,2010-09-28,False,False
12164,Good education risks turning youngsters off the family firm,"Yan, Alice.",28 Sep 2010,2010-09-28,False,False
12165,Bad odour. ... [Derived Headline],Anonymous.,28 Sep 2010,2010-09-28,False,False
12166,Be generous to those who helped build HK,Anonymous.,28 Sep 2010,2010-09-28,False,False
12167,Games will not help with sports development... [Derived Headline],Anonymous.,28 Sep 2010,2010-09-28,False,False
12168,Harbour tunnel fees must balance off queues,Anonymous.,28 Sep 2010,2010-09-28,False,False
12155,Software helps banks stay secure,Anonymous.,28 Sep 2010,2010-09-28,False,False
12204,Business,Anonymous.,28 Sep 2010,2010-09-28,False,False
18389,"Fair gives fashionistas a head start in life The latest trends in accessories and materials will be on display in a three-day event which will draw buyers from around the world, writes Richard Watt",Anonymous.,28 Sep 2010,2010-09-28,False,True
12206,Man on murder charge,"Ng, Maggie.",28 Sep 2010,2010-09-28,False,True
18388,Beijing Hu lunch bill in anti-graft exhibit... [Derived Headline],Anonymous.,28 Sep 2010,2010-09-28,False,False
18387,"1,600 get fake rabies vaccine",Zhuang Pinghui.,28 Sep 2010,2010-09-28,False,False
12205,Killing suspected before suicide,"Lo, Clifford.",28 Sep 2010,2010-09-28,False,False
18385,Lau Wong-fat admits failing to declare banned property deals,Tanna Chong.,28 Sep 2010,2010-09-28,False,False
