,byline,dates,datetime,title
1529,Anonymous.,04 June 2011,2011-06-04,Why June 4 vigil remains relevant
1506,"Perez, Bien.",04 June 2011,2011-06-04,PCCW to keep solutions and media businesses Units contributed more than HK$4.4b to revenue last year as spin-off eyed for telephone operations
1505,"Lam, Lana.",04 June 2011,2011-06-04,"No plan to study 'cancer phones' Despite WHO report on possible link between cellphone radio waves and brain cancer, officials have no intention to conduct their own research"
1504,"Yu, Verna.",04 June 2011,2011-06-04,Daughter of journalist in 'lingering shadow'
1503,"Yiu, Enoch.",04 June 2011,2011-06-04,"MPF dips in May on Europe, US woes Hong Kong's compulsory pension scheme sustained losses almost across the board last month but one analyst warns against a short-term outlook"
1502,"Fung, Fanny W Y.",04 June 2011,2011-06-04,"Make changesor we'll blockbill, says D.A.B. Pro-Beijing party wants small companies to be excluded from the proposed competition law and for a commission to initiate any lawsuits"
1514,"Chen, Stephen.",04 June 2011,2011-06-04,Appeal to defend 'cyber sovereignty' People's Liberation Army researchers predict countries will have to sign an accord like the Nuclear Non-Proliferation Treaty to forestall conflict
1500,"Simpson, Cheung.",04 June 2011,2011-06-04,Four festivals on national heritage list
1516,Greg Torode in Singapore greg.torode@scmp.com.,04 June 2011,2011-06-04,Friendly tone to Sino-US talks Outgoing US defence secretary and his Chinese counterpart conciliatory despite ongoing tensions
1517,Anonymous.,04 June 2011,2011-06-04,Hu calls for urgency on rural drought relief
1518,Anonymous.,04 June 2011,2011-06-04,"Nick Hoar, distribution head - Asia-Pacific (ex-Japan, Korea), Neuberger Berman"
1519,"Zuo, Mandy.",04 June 2011,2011-06-04,"Drought has Yangtze under siege Falling levels affect water quality and shrinking wetlands threaten migratory birds, but main rivers only 'slightly polluted', annual green assessment claims"
1471,"Ip, Chris.",04 June 2011,2011-06-04,Gay protester takes police chief to court Participant in rally against homophobia on May 15 seeks judicial review after police interrupt dancers
1520,Will Clem in Shanghai william.clem@scmp.com.,04 June 2011,2011-06-04,Filthy dumpling factory closed Officials raid workshop producing zongzi in grubby conditions and with excessive use of sweetener
1513,"Ngo, Jennifer.",04 June 2011,2011-06-04,"Tsuen Wan MTR line too loud, watchdog says Testing inside train on route showed noise levels peaking at 98 decibels, enough to damage hearing"
1472,"Nip, Amy.",04 June 2011,2011-06-04,"Incense can be harmful to lungs, says scientist"
10027,"Ko, Vanessa.",05 June 2011,2011-06-05,How language shapes the mind Neuroimaging is uncovering surprising findings about how the Chinese tonal system fosters specific mental skills found rarely in English speakers
10038,Staff Reporter.,05 June 2011,2011-06-05,Triad gang demands hotel pay-off
10037,Anonymous.,05 June 2011,2011-06-05,Turn south Lamma into country park
10023,"Parry, Simon.",05 June 2011,2011-06-05,"Gillard urged to halt greyhound sales to Macau Animal welfare groups seek Australian ban on dog exports to Canidrome, where hundreds a year killed"
10035,Anonymous.,05 June 2011,2011-06-05,"Party mouthpiece offers mixed message on theme of openness A new commentary series in the People's Daily aims to encourage a fairer society, but the old views are still being promoted"
10033,Anonymous.,05 June 2011,2011-06-05,Donald Tsang Yam-kuen
10039,Anonymous.,05 June 2011,2011-06-05,How language shapesthe way you think
10034,Anonymous.,05 June 2011,2011-06-05,"Easy, tiger"
10017,"Lam, Lana.",05 June 2011,2011-06-05,Floating business couple plead for increase in city maritime facilities
10011,"Yu, Verna.",05 June 2011,2011-06-05,'Repressive but resilient' regime baffles critics The 'China model' defies the long-held link between economic development and political evolution
10014,"Fung, Fanny W Y; Moy, Patsy.",05 June 2011,2011-06-05,Mainlanders attend vigil in numbers
10042,Anonymous.,05 June 2011,2011-06-05,Pan-democrats must get behind single candidate in chief executive elections
10044,Anonymous.,05 June 2011,2011-06-05,1. HOW THEY SEE IT 2.
10022,"Parry, Simon.",05 June 2011,2011-06-05,AIR TRAFFICSAFETY RISKFROM LACKOF STAFF Chek Lap Kok controllers claim that demoralised teams are stretched to the limit and fatigued dueto a lack of leave - and that's without a third runway
10021,Anonymous.,05 June 2011,2011-06-05,Research finds new use for latex - soundproofing
10020,Anonymous.,05 June 2011,2011-06-05,Flickering lights of sadness and hope
10019,"Lam, Lana.",05 June 2011,2011-06-05,Local sailors left high and dry The lack of mooring facilities for pleasure craft is having an adverse effect on boat sales and keeping many would-be mariners from enjoying the city's waters
10018,Anonymous.,05 June 2011,2011-06-05,Open mind needed on third runway
10036,Anonymous.,05 June 2011,2011-06-05,No benefit in selling the third runway on its economic benefit
10016,"Yan, Alice.",05 June 2011,2011-06-05,The long road home for Mao's exiled youth A Shanghai businessman is building a monument to the millions of urban teenagers who answered the chairman's call to labour in the nation's countryside
10007,The Last Emperor of Southern Tang Cultural Centre Ends tonight.,05 June 2011,2011-06-05,Fresh story breathes new life into Tang opera tale
10008,"Fung, Fanny W Y.",05 June 2011,2011-06-05,"Group to give men accused of sex crimes free legal aid People Power activist Edward Yum, who faced rape allegation, says law favours women in such cases"
10009,"Lam, Lana.",05 June 2011,2011-06-05,"Memories of shooting stars Rowland Scherman photographed some of the icons of rock in the '60s, and recalls one was ungrateful"
10010,"Chong, Dennis.",05 June 2011,2011-06-05,"Primary One places bring mixed emotions At the start of a two-day release of allocation results for this year's school enrolments, it was either joy or gloom for children and their hopeful parents"
10013,Shi Jiangtao; Ng Tze-wei in Beijing.,05 June 2011,2011-06-05,"Police shadow families, activists Tiananmen victims remembered 22 years on by some in Beijing, despite tight security, as clampdown sees other dissidents taken from their homes"
10043,Staff Reporter.,05 June 2011,2011-06-05,Siege at hotel after triad boss dies in toilet Gangsters occupy lobby for almost a week and demand compensation as police try to mediate
10012,Anonymous.,05 June 2011,2011-06-05,DEHP-tainted products sold widely in Taiwan
10041,Greg Torode in Singapore greg.torode@scmp.com.,05 June 2011,2011-06-05,Gates calls for swift action to avoid clashes caused by South China Sea tension
10015,"Ren, Daniel.",05 June 2011,2011-06-05,"Alarm bells over fallen tycoon's fate As fraudster Wu Ying awaits the result of her appeal against a death sentence, do some want her executed?"
10025,"Li, Raymond.",05 June 2011,2011-06-05,Majority of newly infected on mainland heterosexual
10024,Anonymous.,05 June 2011,2011-06-05,Online obsession
10031,Anonymous.,05 June 2011,2011-06-05,Hu Wei-hsin
10026,Anonymous.,05 June 2011,2011-06-05,No wonder so many are angry
10028,Anonymous.,05 June 2011,2011-06-05,Activists in detention protest clash with police
10029,Anonymous.,05 June 2011,2011-06-05,Table of Contents
10030,Anonymous.,05 June 2011,2011-06-05,I fear that without rules of the road {hellip} there will be clashes
10040,"Fung, Fanny W Y; Moy, Patsy.",05 June 2011,2011-06-05,Flames of remembrance undimmed by the years Detention of activists adds poignancy to Victoria Park vigil for victims of the 1989 Tiananmen crackdown
10032,"Nip, Amy.",05 June 2011,2011-06-05,Girl gang's attack on teen is posted on net Police investigate film posted on the internet that shows helpless female victim being kicked and punched while boys shout encouragement
10069,Keith Wallis in Singapore keith.wallis@scmp.com.,06 June 2011,2011-06-06,"Tough issues await Tony Tyler as Iata chief Airline industry in turmoil as political unrest in Middle East, higher jet fuel prices depress profits"
10084,Anonymous.,06 June 2011,2011-06-06,Table of Contents
10068,Anonymous.,06 June 2011,2011-06-06,Light at the end of the Aids tunnel
10076,Ed Zhang in Beijing ed.zhang@scmp.com.,06 June 2011,2011-06-06,"Beijing lures innovators to drive growth But while the municipal government touts its universities and other 'unique' assets, it is struggling to recruit enough high-end talent"
10070,"Fung, Fanny W Y.",06 June 2011,2011-06-06,Woman held over theft of police baton in protest More than 50 people arrested in clash with police in North Point as group blocks King's Road traffic after marching from June 4 vigil in Victoria Park
10083,"Kang-chung, Ng.",06 June 2011,2011-06-06,"Runway may be a waste of money, expert says Chek Lap Kok plan needs to address problem of crowded airspace over Pearl River Delta region"
10081,Anonymous.,06 June 2011,2011-06-06,Lest we forget
10080,"Yu, Verna.",06 June 2011,2011-06-06,Four leaders go in church split They disagree with attempts by evicted Beijing congregation to hold services outdoors
10079,Anonymous.,06 June 2011,2011-06-06,Harbinger of a renaissance in tennis HOW WE SEE IT
10078,Anonymous.,06 June 2011,2011-06-06,Events
10077,Anonymous.,06 June 2011,2011-06-06,Germany has set example for all nations
10071,"Chi-yuk, Choi.",06 June 2011,2011-06-06,Two officials sacked over fatal bombings in Jiangxi
10074,Anonymous.,06 June 2011,2011-06-06,"Crisis? What crisis? Policy-making is driven by disaster As social trouble brews, history shows us that mainland leaders only react after the event"
10073,"Chen, Stephen.",06 June 2011,2011-06-06,Drug giant accused of toxic emissions CCTV report says the country's biggest antibiotics plant pumped poisons into a densely populated neighbourhood for decades
10072,"Chan, Thomas.",06 June 2011,2011-06-06,"It's lighting up our lives, but the trees suffer Green group finds a host of problems in displays at housing estate and two shopping centres"
10067,Anonymous.,06 June 2011,2011-06-06,Illegal parking in Central can be curbed with more traffic wardens
10082,"Lee, Amanda.",06 June 2011,2011-06-06,"Prada aims for slice of mainland market L'Occitane blazed the trail with its IPO last year, and Europeans see investment opportunities, with a top Milan fashion house listing in Hong Kong"
10085,Anonymous.,06 June 2011,2011-06-06,Table of Contents: [1]
10089,"Wan, Adrian.",06 June 2011,2011-06-06,Swiss say no to adding Confucius to Einstein Bern museum exhibition cancels Shanghai and plans to move on to another mainland venue
10086,Anonymous.,06 June 2011,2011-06-06,Today AGM: Chongqing Machinery & Electric.
10064,"Zhai, Ivan.",06 June 2011,2011-06-06,PRD economic integration gets fresh start with 'win small' tactic
10063,Mimi Lau in Guangzhou mimi.lau@scmp.com.,06 June 2011,2011-06-06,Roadblocks still remain on journey to integration
10062,Anonymous.,06 June 2011,2011-06-06,Heung Yee Kuk does little to help
10061,Anonymous.,06 June 2011,2011-06-06,Forget the cocktails! What's all this about a pending divorce between Nicholas and Cecilia?
10060,Greg Torode in Singapore greg.torode@scmp.com.,06 June 2011,2011-06-06,China's pledges fail to convince security forum Philippines and Vietnam challenge defence minister's assurances over South China Sea
10059,Daniel Ren in Shanghai ren.wei@scmp.com.,06 June 2011,2011-06-06,"Media prepares for international board launch Shanghai's foreign listings facility could be ready in weeks, as journalists are instructed to smooth the way"
10058,Anonymous.,06 June 2011,2011-06-06,Apple expected to unveil iCloud
10057,Greg Torode in Singapore greg. torode@scmp.com.,06 June 2011,2011-06-06,We come in peace: defence minister Beijing's top general tells security conference China means no harm. But Vietnam and Philippines remain unconvinced over its claims in the South China Sea
10056,Anonymous.,06 June 2011,2011-06-06,Translation challenge Business centres seek to get an edge through 'one-stop services'
10054,"Lee, Amanda; Bloomberg.",06 June 2011,2011-06-06,Resourcehouse sinks Hong Kong float - yet againResourcehouse sinks HK float
10053,Anonymous.,06 June 2011,2011-06-06,David is the best man to turn wedding dreams into reality
10052,"Lee, Ella.",06 June 2011,2011-06-06,Probe into hospitals' death rates Authority investigates high mortality rates among patients after operations at two surgical departments
10046,Anonymous.,06 June 2011,2011-06-06,BEIJING: House prices put lives on hold
10047,Anonymous.,06 June 2011,2011-06-06,Caught napping
10048,"Lee, Ella.",06 June 2011,2011-06-06,Workloads linked to patient deaths Investigators find surgeons at two hospitals are too busy and patients fail to get best care after operations
10050,Anonymous.,06 June 2011,2011-06-06,"Nadal beats Federer, ties French Open record"
