,title,byline,dates
2070,Cross-strait relations are likely to remain warn this year [Derived headline],Anonymous.,01 Jan 2010
2071,The economic outlook for the coming year is greatly improved on the past 12 months [Derived headline],Anonymous.,01 Jan 2010
2072,The mainland has made startling advances in science and technology in recent years [Derived headline],Anonymous.,01 Jan 2010
2073,No other event defined the mainland's press better last year [Derived headline],Anonymous.,01 Jan 2010
2074,This year will be critical if the central government [Derived headline],Anonymous.,01 Jan 2010
2075,"Bubbles burst, faith tested, answers wanting",Anonymous.,01 Jan 2010
2076,How 2010's safest bets could turn sour on you,with Tom Holland tom.holland@scmp.com.,01 Jan 2010
2077,MICHAEL GEOGHEGAN,Anonymous.,01 Jan 2010
2078,Right medicine. [Derived headline],Anonymous.,01 Jan 2010
2079,Shipping cartel's 'forced shortage' hurts recovery [Derived headline],Anonymous.,01 Jan 2010
2080,"Without Beijing's patronage, HK would be just another city",Anonymous.,01 Jan 2010
